budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
13000000,Action-Adventure-Comedy-Thriller,9448,bungee-jump-dark comedy-cigarette smoking-slow motion-video store-subtitled scene-kosher-stealing a car-movie poster-night vision goggles-suitcase full of money,en,The Big Hit,6.425528,1998-04-24,27007143,91.0,English,Released,The Big Hit,6.1,109
12000000,Comedy-Drama-Family,38223,spy-secret-nanny-notebook-binoculars-woman director,en,Harriet the Spy,4.63093,1996-07-10,0,100.0,English,Released,Harriet the Spy,5.7,46
13000000,Drama-Horror,11186,faithlessness-puppet-killer toys-toy comes to life,en,Child's Play 2,16.681567,1990-11-09,35763605,84.0,English-Türkçe,Released,Child's Play 2,5.8,308
13200000,Crime-Thriller,136835,sadistic-hostage-sociopath-serial killer-blood-escaped convict-murderer-home invasion-killer-deadly-escaped killer,en,No Good Deed,24.656067999999998,2014-09-10,53830415,83.0,English,Released,No Good Deed,5.6,181
18000000,Science Fiction-Horror-Thriller,5876,father son relationship-monster-supermarket-fight-artist-fog-bible-spider-survivor-faith-prayer-blood splatter-gore-giant monster-blood-anger-thunderstorm,en,The Mist,37.104353,2007-11-21,57096190,126.0,English,Released,The Mist,6.7,1399
15000000,Drama-Science Fiction,264660,dancing-artificial intelligence-distrust-isolation-technology-manipulation-friendship-deception-laboratory-robot-power outage-surveillance camera-consciousness-existentialism-lockdown-philosophical-robot human relationship-turing test-cybernetics,en,Ex Machina,95.130041,2015-01-21,36869414,108.0,English,Released,Ex Machina,7.6,4737
13000000,Fantasy-Drama-Comedy,492,individual-transvestism-sexual identity-witch-identity-subconsciousness-new identity-pet-chimp-puppeteer-appropriation of another human being-externally controlled action-married couple-brain-pet shop-door-secret love,en,Being John Malkovich,27.546914,1999-09-30,22863596,112.0,English-Français,Released,Being John Malkovich,7.3,1101
6000000,Comedy-Romance,25462,,en,Two Can Play That Game,2.2721299999999998,2001-09-07,0,90.0,English,Released,Two Can Play That Game,6.6,17
13000000,Family-Adventure-Science Fiction,238603,alien-found footage,en,Earth to Echo,17.371326999999997,2014-06-14,45300000,89.0,English,Released,Earth to Echo,5.7,290
13000000,Drama-Romance,10691,lovesickness-jealousy-parents kids relationship-love of one's life-cutting the cord-forbidden love-kiss-crush-teenage crush-relationship-unhappiness,en,Crazy/Beautiful,6.130096,2001-06-29,16929123,99.0,Español-English,Released,Crazy/Beautiful,6.6,96
19000000,Action-Adventure-Drama-War,1251,world war ii-cave-dying and death-pacific theater-japanese army-imperial japan,en,Letters from Iwo Jima,24.472479999999997,2006-12-19,68673228,141.0,English-日本語,Released,Letters from Iwo Jima,7.2,541
13000000,Adventure-Comedy-Drama-Science Fiction,5172,nasa-texas-dream-fbi-bankrupt-peasant-earth-farm-insanity-rocket-life's dream-spinner-space-independent film-astronaut-family,en,The Astronaut Farmer,6.764436999999999,2006-10-15,11130889,104.0,English,Released,The Astronaut Farmer,6.2,123
13000000,Comedy-Romance,58680,"blind date-love-manhattan, new york city-woman director",en,Woo,1.750054,1998-05-08,8026971,84.0,English,Released,Woo,5.5,10
6000000,Drama-Thriller,264644,based on novel-carpet-isolation-kidnapping-imprisonment-grandparents-escape-hospital-dog-captive-mother son relationship-shed-skylight,en,Room,66.11334000000001,2015-10-16,35401758,117.0,English,Released,Room,8.1,2757
0,Comedy,14577,,en,Dirty Work,9.066881,1998-06-12,0,82.0,English,Released,Dirty Work,6.5,66
13000000,Comedy-Crime-Horror-Thriller,11592,housewife-protection-motherly love-evil mother-murder-independent film-perfection,en,Serial Mom,6.170139,1994-04-13,7820688,95.0,English,Released,Serial Mom,6.4,135
13000000,Comedy,16406,richard nixon-watergate-the white house,en,Dick,4.7425370000000004,1999-08-04,27500000,94.0,English-Français,Released,Dick,5.7,67
0,Drama-Thriller,19052,,en,Light It Up,1.212956,1999-11-04,0,99.0,English,Released,Light It Up,6.6,7
13000000,Music-Drama,3682,new york-sex-nightclub-money-drug-disco,en,54,11.880899000000001,1998-08-28,16757163,106.0,English,Released,54,5.5,135
0,Adventure-Comedy-Drama-Romance,9683,lovesickness-niagara falls-crush-youth-illness,en,Bubble Boy,10.131122999999999,2001-08-24,0,84.0,English,Released,Bubble Boy,5.1,163
13000000,Comedy-Crime-Thriller,2084,female nudity-robbery-mail order bride-bank clerk,en,Birthday Girl,5.831302,2001-09-06,0,93.0,English-Pусский,Released,Birthday Girl,6.1,103
13000000,Comedy,107811,alcohol-birthday-debauchery,en,21 & Over,35.522027,2013-03-01,48065672,93.0,English,Released,21 & Over,5.7,737
13000000,Drama-Romance,2266,paris-city portrait-jazz-subway-new love-immigration-nanny-tourist-woman director,fr,"Paris, je t'aime",10.573191,2006-05-16,4857367,120.0,Español-Français-English-普通话-العربية,Released,"Paris, je t'aime",6.8,207
0,Drama,13074,sport,en,Resurrecting the Champ,4.898437,2007-06-14,0,112.0,English,Released,Resurrecting the Champ,5.9,60
13000000,Comedy-Drama-Romance,144340,princeton university-admissions,en,Admission,17.632445999999998,2013-03-21,18000000,107.0,English,Released,Admission,5.4,304
0,Romance-Drama,48217,france-island-fisherman-love-revenge-murder-execution-19th century,en,La veuve de Saint-Pierre,1.7800650000000002,2000-01-01,0,112.0,Français,Released,The Widow of Saint-Pierre,6.7,11
15000000,Drama-Thriller-Mystery,28211,toronto-lesbian-remake of french film-suspicious wife-female doctor-playing piano,en,Chloe,26.373864,2009-03-25,8459458,96.0,English,Released,Chloe,5.9,498
13000000,Comedy-Crime-Drama,47502,kitchen-female protagonist-bathtub-wedding anniversary-flashback,en,Faithful,1.6473349999999998,1996-04-03,9789900,91.0,English,Released,Faithful,4.8,4
13000000,Drama-Action-Comedy-Crime,9950,court case-staatsanwältin-family clan-gangster,en,Find Me Guilty,12.321302000000001,2006-03-16,2636637,125.0,English-Polski,Released,Find Me Guilty,6.5,138
13000000,Drama-Romance,84892,shyness-secret-narration-kiss-freshman-coming of age-teenage boy-high school student-first love-aunt nephew relationship-gay lead character-santa hat-lgbt teen-aunt nephew incest-based on young adult novel,en,The Perks of Being a Wallflower,43.444134999999996,2012-09-20,33400000,102.0,English,Released,The Perks of Being a Wallflower,7.7,2968
3000000,Action,24227,police-shoulder holster-police shootout-shootout at a train station,en,Excessive Force,1.2791059999999999,1993-05-14,1200000,87.0,English,Released,Excessive Force,4.5,10
13000000,Drama,9672,killing-death penalty-kansas-author-murder hunt,en,Infamous,3.6808959999999997,2006-11-16,1151330,110.0,English-Deutsch,Released,Infamous,6.4,60
0,Drama-Romance-Western,44853,,en,The Claim,2.996284,2000-12-29,0,120.0,English,Released,The Claim,5.6,17
13000000,Thriller-Horror,157544,exorcism-anti-christ-exorcist,en,The Vatican Tapes,10.475368,2015-07-24,1784763,91.0,English-Deutsch,Released,The Vatican Tapes,4.6,243
14350531,Action-Comedy-Science Fiction,59678,street gang-fireworks-chase-meteor-playground-arrest-cannabis-moped-car set on fire-car crash-alien-social satire-crime-race-naive children,en,Attack the Block,30.952377000000002,2011-05-12,3964682,88.0,English,Released,Attack the Block,6.3,733
10000000,Drama-Romance-War,79777,muslim-sister sister relationship-sarajevo-bosnian war of 1992-1995-violence-united nations-woman director,en,In the Land of Blood and Honey,4.267466000000001,2011-12-23,303877,127.0,Bosanski-Hrvatski-English-Srpski,Released,In the Land of Blood and Honey,5.8,45
13000000,Crime-Thriller,158011,underground-gas station-kidnapping-murder-suspense-serial killer-american flag-multiple stabbings-violence-person on fire-cell phone-psycho,en,The Call,34.532418,2013-03-14,68572378,94.0,English,Released,The Call,6.6,1257
0,History-Drama-War-Action,407887,"korea-fictionalized history-operation ""trudy jackson""-general douglas macarthur-operation x-ray-incheon",ko,인천상륙작전,6.116436,2016-07-27,0,110.0,English-한국어/조선말,Released,Operation Chromite,5.8,29
0,Family-Action-Adventure,17043,crocodile,en,The Crocodile Hunter: Collision Course,1.7149720000000002,2002-07-26,33082548,90.0,English,Released,The Crocodile Hunter: Collision Course,5.3,34
13000000,Comedy-Drama-Romance,8952,judge-small town-con man-fraud-jail-white collar criminal,en,I Love You Phillip Morris,19.664699,2009-01-18,10652035,98.0,English,Released,I Love You Phillip Morris,6.4,503
12000000,Adventure-Drama,62204,stone age-cavemen-prehistoric adventure-prehistoric times-prehistoric man,xx,La Guerre du feu,6.537986,1981-12-15,55260558,100.0,No Language,Released,Quest for Fire,7.1,109
12500000,Drama-Romance,13435,u.s. navy-biography,en,Antwone Fisher,13.349012,2002-12-19,23367586,120.0,English-日本語-Pусский-Español,Released,Antwone Fisher,6.7,137
0,Drama-Romance,17187,,en,The Emperor's Club,6.796079,2002-11-22,0,108.0,English,Released,The Emperor's Club,6.9,96
12500000,Action-Thriller-Crime-Romance,319,father son relationship-film producer-mexican standoff-loss of father-cocaine-love-mafia-los angeles-drug-illegal prostitution-gun violence,en,True Romance,35.268557,1993-09-09,12281551,120.0,English-Italiano,Released,True Romance,7.5,749
3100000,Romance-Science Fiction,59457,,en,Womb,7.453347,2010-07-15,0,111.0,English,Released,Womb,5.9,92
12500000,Crime-Drama-Mystery,9504,robbery-office-shop-estate agent-company-contest-cowardliness-cult film-real estate-pressure-neo-noir,en,Glengarry Glen Ross,13.939054,1992-09-15,10725228,100.0,English,Released,Glengarry Glen Ross,7.5,323
13000000,Crime-Drama-Thriller,37414,sheriff-crime fighter,en,The Killer Inside Me,11.892615,2010-02-19,0,109.0,English,Released,The Killer Inside Me,6.0,173
0,Drama-Fantasy-Horror-Thriller,6217,shotgun-attack-lingerie-held captive-incest-dissection-jungle cat-erotic movie,en,Cat People,5.69872,1982-04-02,0,118.0,English,Released,Cat People,6.0,94
12500000,Horror-Mystery-Thriller,26688,female nudity-graduation-serial killer-blood-slasher-killer-horror movie remade-sorority house-axe,en,Sorority Row,8.780512,2009-09-09,27206120,101.0,English,Released,Sorority Row,5.4,177
0,Adventure-Drama-Romance,43867,kidnapping-coronation-villain-kingdom-heir to the throne-royalty-mistaken identity-king-identity swap-monarch-lookalikes-beautiful princess,en,The Prisoner of Zenda,4.021389,1937-09-03,0,101.0,Español-English,Released,The Prisoner of Zenda,8.4,11
12000000,Comedy-Romance-Drama,6615,garage-lone wolf-dying and death-loss-delusion-puppet-doll,en,Lars and the Real Girl,15.817096,2007-10-12,11293663,106.0,English-Español,Released,Lars and the Real Girl,7.1,509
12500000,War-Drama,14574,nationalism-concentration camp-world war ii-gas chamber-nazis-concentration camp prisoner,en,The Boy in the Striped Pyjamas,34.821222999999996,2008-05-07,20416563,94.0,English,Released,The Boy in the Striped Pyjamas,7.7,1451
12800000,Drama-Crime-Music,16,individual-dancing-usa-robbery-factory worker-secret-factory-small town-dance-blindness and impaired vision-death penalty-immigrant-eye operation-eyesight-fantasy-naivety-self-abandonment-hereditary disease-loss of eyesight-czech-dying and death-van-friendship-murder-teacher-debt-execution-crime-police officer,en,Dancer in the Dark,22.022228,2000-05-17,40031879,140.0,English,Released,Dancer in the Dark,7.6,377
0,Drama-Romance,39780,minister-australia-inheritance-wager-woman director-19th century,en,Oscar and Lucinda,0.13938399999999998,1997-12-31,0,132.0,Français-English,Released,Oscar and Lucinda,6.2,25
12500000,Crime-Drama,21612,suicide-bedroom-strike-great depression-trade union-murder-mafia-corpse-new york city-violence-stabbing-madness-1930s,en,The Funeral,2.950618,1996-01-26,1227324,99.0,Italiano-English,Released,The Funeral,7.3,31
15000000,Comedy-Drama-Romance,36691,infidelity-bankrupt-loneliness-comedy-family drama,en,Solitary Man,7.497306,2009-09-07,5024782,90.0,English,Released,Solitary Man,5.8,84
20000000,Action-Comedy-Thriller,23631,illegal immigration-immigration law-machete-politician-death of a child-hard to kill-brutal death,en,Machete,26.396190999999998,2010-09-01,31327899,105.0,English-Español,Released,Machete,6.3,1150
12500000,Crime-Comedy-Drama,45324,biography-duringcreditsstinger,en,Casino Jack,6.546037,2010-09-16,1083683,108.0,English-Français,Released,Casino Jack,6.0,94
12300000,Animation-Adventure-Family,12144,vulkan-loss of mother-tyrannosaurus rex-earthquake-primitive time-dinosaur,en,The Land Before Time,28.670192999999998,1988-11-18,84460846,69.0,English,Released,The Land Before Time,7.0,640
0,Action-Adventure-Drama-History-War,11658,archaeologist-korean war-north korea-south korea-air raid-pyre,ko,태극기 휘날리며,9.572705000000001,2004-02-05,15,140.0,한국어/조선말,Released,Tae Guk Gi: The Brotherhood of War,7.4,133
12500000,Drama-Family,56601,baseball-sport-based on true story-family relationships,en,The Perfect Game,0.9035290000000001,2010-04-01,3878993,118.0,English,Released,The Perfect Game,6.3,30
8000000,Drama-Horror-Thriller,9552,exorcism-holy water-religion and supernatural-vomit-christian-possession-profanity-priest-ouija board-satan-paranormal phenomena-girl-demon-strong language-disturbed child-crisis of faith-sfx,en,The Exorcist,47.584643,1973-12-26,441306145,122.0,Deutsch-Français-Latin-العربية-ελληνικά-English,Released,The Exorcist,7.5,2005
7000000,Horror-Thriller-Adventure,578,fishing-atlantic ocean-bathing-shipwreck-police chief-ferry boat-dying and death-dolly zoom-shark-great white shark-animal horror,en,Jaws,50.152327,1975-06-18,470654000,124.0,English,Released,Jaws,7.5,2542
11000000,Comedy-Romance,2105,graduation-innocence-coming of age-teenager-high school student-pie-teen comedy-teenage sexuality-exchange student-sitting on a toilet-voyeurism-virginity-laxative-prom night,en,American Pie,60.767168000000005,1999-07-09,235483004,95.0,English,Released,American Pie,6.4,2296
12516654,Animation-Comedy-Drama-Family,126319,mouse-musician-friendship-prejudice-bear,fr,Ernest et Célestine,11.103202,2012-12-12,8109160,78.0,Français,Released,Ernest & Celestine,7.6,142
25000000,Action-Adventure-Comedy,10136,monk-social worker-wretch-tibet-demon-evil-missing person-mysticism-reluctant hero,en,The Golden Child,15.262129999999999,1986-12-12,79817939,94.0,Český-English-Italiano,Released,The Golden Child,5.6,304
12000000,Comedy-Romance,67660,advice-love-relationship-ensemble cast-duringcreditsstinger-turning the tables-reading a book-african american comedy,en,Think Like a Man,6.035152,2012-04-16,96070507,122.0,English,Released,Think Like a Man,6.9,281
12000000,Comedy-Drama,10611,hairdresser-shop-neighbor-debt-meeting-hoodlum,en,Barbershop,10.297189,2002-04-01,75781642,102.0,English,Released,Barbershop,6.2,137
12000000,Action-Adventure-Science Fiction-Thriller,154,uss enterprise-genesis-asteroid-self sacrifice-midlife crisis-terraforming-simulator-cadet-radiation-uss reliant-ceti alpha v-genetics-space opera,en,Star Trek II: The Wrath of Khan,22.434102,1982-06-03,96800000,113.0,English,Released,Star Trek II: The Wrath of Khan,7.3,675
15000000,Comedy-Mystery,3049,dolphin-mascot-private detective-pets,en,Ace Ventura: Pet Detective,41.249004,1994-02-04,107217396,86.0,English,Released,Ace Ventura: Pet Detective,6.4,1648
12000000,Thriller-Science Fiction,860,video game-artificial intelligence-fbi-cold war-hacker-prosecution-norad-government-computer-nuclear threat,en,WarGames,23.161754000000002,1983-06-03,79567667,114.0,English,Released,WarGames,7.0,504
12000000,Crime-Drama-Romance-Thriller,9281,"corruption-detective-police brutality-amish-suspense-barn raising-lancaster, pa",en,Witness,19.195399,1985-02-08,68706993,113.0,Deutsch-English,Released,Witness,7.0,375
12000000,Action-Thriller-War,75674,submarine-navy-scuba diving-heroism-navy seal-pistol-secret plot-military life-valor-terrorist plot-navy life-national security-pregnant wife-silver star-counter plot-duringcreditsstinger,en,Act of Valor,21.958054999999998,2012-02-24,81272766,110.0,English-Pусский,Released,Act of Valor,6.3,417
12000000,Music-Drama-Romance-Crime,9762,dancing-new love-dance-baltimore-art school-woman director,en,Step Up,45.477802000000004,2006-08-11,114194847,104.0,English,Released,Step Up,6.7,1060
12000000,Animation-Comedy,3179,washington d.c.-casino-hotel-sun-television-sperm-based on tv series-las vegas-swat team-adult animation-road movie,en,Beavis and Butt-Head Do America,12.60629,1996-12-15,0,81.0,Český-English,Released,Beavis and Butt-Head Do America,6.5,168
12000000,Comedy-Crime-Romance,184,airport-underworld-arms deal-weapon-police-drug,en,Jackie Brown,40.631671000000004,1997-12-24,39673162,154.0,English,Released,Jackie Brown,7.3,1514
12000000,Comedy-Adventure,13335,terrorist-aftercreditsstinger-duringcreditsstinger,en,Harold & Kumar Escape from Guantanamo Bay,26.219597999999998,2008-04-25,43493123,107.0,English,Released,Harold & Kumar Escape from Guantanamo Bay,6.2,497
15000000,Science Fiction-Drama-Thriller,76726,seattle-telekinesis-friendship-loneliness-outcast-coming of age-student-teenager-superpower-found footage-aftercreditsstinger-abuse-bittersweet,en,Chronicle,64.504747,2012-02-01,145000000,84.0,English,Released,Chronicle,6.6,1935
12000000,Music-Drama-Romance,10269,studies-music-disguise-unhappiness-boys' school-woman director,en,Yentl,3.389249,1983-11-18,30400000,132.0,English,Released,Yentl,6.2,51
5000000,Family-Fantasy-Science Fiction-Adventure-Comedy,36819,treasure-map-magic-time travel-titanic-cage-steampunk-minotaur-independent film-good vs evil-tank-burglary,en,Time Bandits,14.779537,1981-07-13,42365581,116.0,English,Released,Time Bandits,6.6,249
12000000,Action-Adventure-Comedy-Drama-Family-Music-Romance,17130,dancing-women-sex-karaoke-dream-pop singer-virgin-motel-graduation-kiss-friendship-high school-road trip-unfaithful boyfriend-hospital-singing-teenager-girl-rebellious daughter-on the road-father daughter relationship-chick flick-pop music-audition-teenage pregnancy-mother daughter estrangement-implied rape-woman director-journey-song writing,en,Crossroads,6.7033190000000005,2002-02-15,61141030,93.0,English,Released,Crossroads,4.7,158
12000000,Comedy-Crime,57214,vandalism-high school-swimming pool-party-teen movie-teenager-dog-high school student-fake documentary-sex doll-lime-underwater photography-bouncy castle-flash grenade,en,Project X,49.070321,2012-03-01,100000000,88.0,English,Released,Project X,6.5,1564
12000000,Drama-History-War,11202,general-world war ii-normandy-biography-historical figure-d-day-dead soldier-tank-steel helmet-destiny-allies,en,Patton,21.933822,1970-01-25,89800000,172.0,English,Released,Patton,7.3,323
12000000,Horror-Thriller,9357,sexual abuse-hotel room-cheating-supermarket-penalty-nudity-knife-birthday party-photography-stalker-photo lab-suspense-sitting on a toilet-imagination-voyeurism-unfaithful husband,en,One Hour Photo,20.624896,2002-08-21,52223306,96.0,English,Released,One Hour Photo,6.6,435
12000000,Horror-Science Fiction-Thriller,13812,quarantine-remake-tv reporter-found footage-virus,en,Quarantine,8.083995,2008-10-10,40855419,89.0,English,Released,Quarantine,5.5,339
12000000,Drama-Horror-Thriller,9030,sister sister relationship-blindness and impaired vision-eye operation-eyesight-dying and death-eye-classical music-sister-eye specialist-remake,en,The Eye,11.135734,2008-02-01,56309766,98.0,Español-English,Released,The Eye,5.5,281
12000000,Comedy-Family,19084,,en,Johnson Family Vacation,4.623609,2004-04-07,31179516,97.0,English,Released,Johnson Family Vacation,4.7,30
12000000,Comedy,8386,carpet-pimp-harvard university-joint-cannabis-teen movie-university-person on fire-cult film-dove-dean-weed+-marijuana joint-smoke-drug deal-canon-pot head-smoke ring-pill bottle-doves-baby powder-grave robbing-corpse in coffin-pillbox-pot,en,How High,11.510280999999999,2001-12-21,31155435,93.0,English,Released,How High,6.3,218
0,Comedy-Family-Fantasy-Drama,10437,holiday-future-musical-past-scrooge-christmas carol-charles dickens-christmas,en,The Muppet Christmas Carol,15.085981,1992-12-10,27281507,85.0,English,Released,The Muppet Christmas Carol,7.2,212
12000000,Drama-Romance,1360,painter-love of one's life-disabled-woman director,en,Frida,18.422327,2002-08-29,56298474,123.0,English-Français-Pусский,Released,Frida,7.3,383
12000000,Documentary-Music,101267,woman director,en,Katy Perry: Part of Me,8.410688,2012-06-28,32726956,93.0,English,Released,Katy Perry: Part of Me,6.5,85
12000000,Romance-Drama,222935,amsterdam-based on novel-support group-cancer-teenager-star crossed lovers-teen drama-oxygen tank-based on young adult novel,en,The Fault in Our Stars,74.358971,2014-05-16,307166834,125.0,English,Released,The Fault in Our Stars,7.6,3759
12000000,Drama-Crime,10220,gambling-law-compulsive gambling-roulette-gain,en,Rounders,18.422007999999998,1998-09-11,22921898,121.0,Pусский-English-עִבְרִית,Released,Rounders,6.9,439
0,Drama-Comedy,284296,comedian-interview-reporter-movie star-fiancé fiancée relationship,en,Top Five,15.896312,2014-12-12,25434291,102.0,English,Released,Top Five,6.3,210
12000000,Horror-Science Fiction,31915,monster-mutant-toxic-native american-environmental-animal horror,en,Prophecy,8.616589999999999,1979-01-01,54000000,102.0,English,Released,Prophecy,5.4,25
12000000,Horror-Mystery-Thriller,11601,secret-obsession-paranoia-grave-haunted house-hypnosis-tools-clairvoyance-murder-suspense-disappearance-psychic-cemetary-ghost-neighborhood-repressed memory-hearing voices,en,Stir of Echoes,6.044161,1999-09-10,21133087,99.0,English,Released,Stir of Echoes,6.5,330
12000000,Drama,205220,mother-washington d.c.-journalist-adoption-forgiveness-son-faith-search-church-ireland-based on true events-nuns,en,Philomena,29.019503999999998,2013-11-01,100129872,98.0,English,Released,Philomena,7.4,579
0,Comedy-Drama,11354,sex-lie-college-funeral-friendship-grief-neighbor-marijuana-anger-alcoholic-drunk-flashback-dysfunctional,en,The Upside of Anger,6.2464,2005-01-23,0,118.0,English,Released,The Upside of Anger,6.4,72
0,Horror-Drama-Thriller-Science Fiction,16241,paraguay-mengele-nazi hunter-third reich,en,The Boys from Brazil,5.315213,1978-10-05,0,125.0,English,Released,The Boys from Brazil,6.6,101
12000000,Fantasy-Romance-Family-Comedy,14191,female friendship-mermaid-teenager-woman director,en,Aquamarine,16.931846,2006-03-03,23006849,104.0,English,Released,Aquamarine,5.8,364
12000000,Drama-Mystery-Romance,286565,friendship-high school-teenager-classmate-based on young adult novel,en,Paper Towns,64.610671,2015-06-18,85512300,109.0,English,Released,Paper Towns,6.1,1937
0,Comedy,26710,birth-expectant mother-fatherhood-baby born-woman director,en,My Baby's Daddy,4.480167,2004-01-09,51,86.0,English,Released,My Baby's Daddy,4.3,15
12000000,Drama-Adventure,129670,montana-small town-dementia-aging-road trip-f word-pickup truck-lincoln nebraska-nebraska-sweepstakes-confronting the past,en,Nebraska,29.223881,2013-09-21,17654912,115.0,English-Español,Released,Nebraska,7.4,636
0,Horror-Comedy-Thriller,9059,prostitute-key-jesus christ-chosen one-god-good vs evil-blood-demon-crypt keeper,en,Tales from the Crypt: Demon Knight,7.710797,1995-01-13,0,92.0,English,Released,Tales from the Crypt: Demon Knight,6.7,94
12000000,Comedy-Family-Fantasy-Science Fiction,34549,,en,Max Keeble's Big Move,1.0818219999999998,2001-10-05,17292381,86.0,English,Released,Max Keeble's Big Move,5.4,33
12000000,Comedy-Drama,57157,jealousy-dark comedy-writer-divorce-alcoholic-arrested development,en,Young Adult,16.183746,2011-12-16,22939027,94.0,English,Released,Young Adult,5.6,364
12000000,Action-Thriller-Crime,1948,poison-helicopter-assassin-nudity-hitman-adrenalin-fistfight-swimming pool-revenge-shootout-motorcycle-drug-cell phone-car chase-though guy-pharmacy-defibrillation-hospital gown-emergency room-aftercreditsstinger-sweatshop-run-epinephrine,en,Crank,47.992816999999995,2006-08-31,42931041,88.0,English-Español-한국어/조선말,Released,Crank,6.6,1151
0,Comedy-Romance,28353,sex-party-friends-player,en,How to Be a Player,1.20245,1997-08-06,13960203,93.0,English,Released,Def Jam's How to Be a Player,5.3,8
12000000,Comedy-Drama-Romance,46889,female protagonist-relationship-divorce-brooklyn bridge,en,Living Out Loud,0.700792,1998-10-30,12902790,100.0,English,Released,Living Out Loud,5.3,11
0,Comedy-Drama-Romance,38093,woman director,en,Just Wright,10.409253,2010-05-14,21520719,100.0,English,Released,Just Wright,6.1,99
0,Drama,14976,sister-independent film-maid of honor,en,Rachel Getting Married,14.345428,2008-10-03,0,113.0,English,Released,Rachel Getting Married,6.1,163
12000000,Romance-Crime-Drama,11027,sex-adultery-confession-based on novel-obsession-nudity-remake-murder-suspense-conspiracy-neo-noir,en,The Postman Always Rings Twice,6.803763000000001,1981-03-20,0,122.0,English,Released,The Postman Always Rings Twice,6.4,110
0,Drama-Romance,3635,painter-biography-painting-maid,en,Girl with a Pearl Earring,19.944479,2003-08-31,31466789,101.0,English,Released,Girl with a Pearl Earring,6.4,377
14000000,Action-Drama-History-War-Adventure,387,terror-submarine-based on novel-atlantic ocean-gibraltar-world war ii-duty-war correspondent-torpedo-drinking-sailor-convoy-u boat-destroyer-depth charge-comrade-german submarine-naval battle-periscope-suicidal mission,de,Das Boot,26.967494,1981-09-16,85000000,149.0,Deutsch-English-Français,Released,Das Boot,7.9,613
12000000,Comedy,6020,sorority-cross dressing-university-t shirt-sorority girl-drag-yearbook-roofie-sorority house,en,Sorority Boys,3.4445419999999998,2002-03-22,0,93.0,English,Released,Sorority Boys,4.6,47
0,Comedy-Drama-Science Fiction,122906,london england-father son relationship-time travel,en,About Time,74.81764100000001,2013-08-16,87100449,123.0,English,Released,About Time,7.8,2067
0,Adventure-Drama-Action-Romance,9550,martial arts-swordplay-government-rebellion-dagger,zh,十面埋伏,21.064082,2004-05-19,92863945,119.0,普通话,Released,House of Flying Daggers,7.1,439
12000000,Drama-Thriller,60599,cover-up-hedge fund,en,Arbitrage,16.40512,2012-09-14,35485056,100.0,English,Released,Arbitrage,6.1,294
12000000,Science Fiction-Thriller,227719,time travel-time machine-teenager-found footage,en,Project Almanac,32.940597,2015-01-30,32248241,106.0,English,Released,Project Almanac,6.4,933
12000000,Drama-History-Music,14299,woman director,en,Cadillac Records,13.427427,2008-12-05,0,109.0,English,Released,Cadillac Records,6.9,86
0,Action-Comedy,19419,,en,Screwed,5.359381,2000-05-12,0,81.0,English,Released,Screwed,4.9,23
8000000,Action-Thriller-Science Fiction,12088,prison-cyborg-married couple-future-dystopia-escape-population control,en,Fortress,8.708229,1992-09-30,6739141,95.0,English,Released,Fortress,5.7,168
12000000,Comedy-Drama,14799,,en,For Your Consideration,4.3304279999999995,2006-11-22,5542025,86.0,English,Released,For Your Consideration,5.9,43
0,Drama-Comedy,9466,exzentrik-independent film-reporter-ex-wife-spectacle,en,Celebrity,7.594593,1998-09-07,0,113.0,English,Released,Celebrity,6.0,111
12000000,Drama-Comedy,7510,gay-sister sister relationship-wife husband relationship-1970s-becoming an adult-adoption-therapist-marriage crisis,en,Running with Scissors,4.770194999999999,2006-10-27,6754898,116.0,English,Released,Running with Scissors,5.8,78
12000000,Comedy-Romance,31246,musical,en,From Justin to Kelly,1.623338,2003-06-20,4922166,90.0,English,Released,From Justin to Kelly,3.0,23
12000000,Comedy,61752,independent film-neighbor-masturbation-phone sex-actress,en,Girl 6,2.993939,1996-03-22,4939939,108.0,English,Released,Girl 6,5.7,16
12000000,Mystery-Thriller,10944,eroticism-suspense-woman director,en,In the Cut,10.536092,2003-09-09,23,119.0,English,Released,In the Cut,4.6,89
12000000,Drama-Romance,10362,love of one's life-neighbor,en,Two Lovers,8.290636,2008-11-19,3148182,110.0,English,Released,Two Lovers,6.6,154
0,Comedy-Drama,14778,based on novel-war veteran-male friendship-death of a friend-friendship-friends-grief-independent film-last will and testament-memory-death-mother son relationship-ashes-flashback-life-missed opportunity,en,Last Orders,3.6038419999999998,2001-09-10,0,109.0,English,Released,Last Orders,6.0,22
11000000,Horror-Drama-Science Fiction,1255,river-mobile phone-bravery-archer-daughter-sewerage-pollution-formaldehyde-snack bar-family,ko,괴물,27.65527,2006-07-27,88489643,119.0,한국어/조선말,Released,The Host,6.7,537
0,Adventure-Crime-Thriller,45226,,en,The Pursuit of D.B. Cooper,1.379643,1981-11-13,0,100.0,English,Released,The Pursuit of D.B. Cooper,6.8,4
12000000,Comedy-Horror-Thriller-Western,10212,winter-cliff-cooking-cave-nudity-chase-fort-army-murder-survival-snow-camp-soldier-violence-cannibal-madness-stranger-american mexican war-woman director-wendigo-military outpost-vomiting blood,en,Ravenous,9.164386,1999-03-16,0,100.0,English-Italiano-Español,Released,Ravenous,6.9,141
